Gender,Age,Income (USD),Income Stability,Property Age,Property Location,Property Price,Loan Sanction Amount (USD)
M,31,1516.42,Low,1518.42,Semi-Urban,55284.1,17969.5674
M,59,1351.38,Low,1342.38,Rural,127108.29,39982.58652
F,19,3952,Low,3962,Rural,78377.87,29682.95395
F,18,3272.84,Low,3274.84,Urban,54406.72,20873.42237
M,53,2809.39,Low,2806.39,Semi-Urban,99274.84,32325.84967
F,18,3514.89,Low,3511.89,Semi-Urban,47361.94,18614.0814
M,43,2206.82,Low,2206.82,Semi-Urban,128469.72,42309.20313
M,22,1630.02,Low,1642.02,Urban,28628.26,9986.630613
M,48,2382.14,Low,2378.14,Rural,64465.75,20866.90562
M,18,3288.08,Low,3285.08,Semi-Urban,193714.47,67307.47574
M,29,2520.25,Low,2520.25,Rural,188227.52,64086.29533
F,18,5603.38,Low,5600.38,Semi-Urban,146329.59,53994.13079
F,64,682.96,High,676.96,Rural,34543.44,19255.68683
F,35,2633.17,Low,2632.17,Urban,231792.97,78459.23554
F,56,1492.8,Low,1505.8,Urban,129464.83,41265.79644
M,65,3450.28,High,3455.28,Urban,295603.44,109331.049
F,61,1938.38,Low,1940.38,Rural,140931.71,45310.00416
M,65,2795.27,High,2800.27,Semi-Urban,207335.79,78873.20555
F,36,1253.43,Low,1243.43,Urban,33414.83,10326.99729
M,44,2365.7,Low,2364.7,Semi-Urban,87504.15,28631.20666
F,62,4350.62,Low,4340.62,Semi-Urban,197494.41,66415.78683
M,46,2416.99,Low,2414.99,Urban,200428.45,66595.4667
F,60,3375.48,Low,3367.48,Urban,64900.85,21175.9341
F,57,4068.32,Low,4071.32,Semi-Urban,109089.83,36833.10158
M,56,1626.85,Low,1611.85,Rural,88047.72,27377.58883
M,34,1932,Low,1924,Rural,48900.62,16283.52847
M,47,2050.69,Low,2053.69,Rural,61175.82,19505.53714
M,52,1905.52,Low,1918.52,Semi-Urban,247520.67,81286.49295
M,18,4933.89,Low,4936.89,Semi-Urban,234979.66,82854.9582
F,34,1948.22,Low,1953.22,Rural,169319.34,56993.20991
F,41,2812.98,Low,2823.98,Urban,187158.56,63181.35046
M,18,1291.57,Low,1289.57,Semi-Urban,95050.38,32123.96152
F,62,2016.35,Low,2004.35,Rural,220505.11,72033.16003
F,23,3146.78,Low,3157.78,Rural,318197.31,109101.9847
F,60,1028.6,Low,1014.6,Rural,33549.99,8379.78184
F,37,1522.94,Low,1509.94,Urban,47343.55,15200.77539
F,18,769.35,Low,777.35,Urban,111638.52,37541.41229
F,18,4794.48,Low,4790.48,Semi-Urban,185936.28,66470.8552
F,28,1828.63,Low,1813.63,Rural,48365.29,16705.36737
M,64,2333.94,High,2327.94,Rural,137399.67,55258.27281
M,27,1667.36,Low,1666.36,Urban,110914.57,37263.62884
F,62,4285.74,High,4285.74,Urban,110581.16,48505.14339
F,45,3023.01,Low,3021.01,Rural,113771.35,38559.23895
M,63,1666.62,Low,1650.62,Semi-Urban,21355.18,4185.425348
F,55,1635.95,Low,1636.95,Rural,121077.65,38805.65182
F,22,2962.18,Low,2957.18,Rural,93023.97,33345.6319
F,49,1908.4,Low,1910.4,Semi-Urban,85272.31,27256.20531
M,33,3128.95,Low,3126.95,Semi-Urban,144412.56,49397.56067
M,27,2640.88,Low,2645.88,Rural,131797.55,45414.88737
M,18,3253.13,Low,3255.13,Semi-Urban,77139.45,28115.30025
M,41,6986.49,Low,6997.49,Rural,54577.18,22814.80826
F,45,5946.75,Low,5933.75,Rural,131628.72,47541.80272
M,25,736.82,Low,732.82,Urban,22651.7,6820.189225
M,23,2193.6,Low,2197.6,Rural,95690.98,33144.78754
M,48,2429.16,Low,2435.16,Urban,110271.33,36168.89627
M,25,13466.3,Low,13471.3,Semi-Urban,43024.12,26546.82885
F,62,1402.58,Low,1395.58,Rural,22668.56,4952.356213
M,32,1476.85,Low,1482.85,Semi-Urban,208133.81,69196.15597
F,62,1691.74,High,1706.74,Semi-Urban,47431.68,24509.75565
M,51,2671.78,Low,2681.78,Semi-Urban,311714.21,103711.0109
F,56,3239.75,Low,3222.75,Urban,205688.03,68641.12259
F,42,2458.06,Low,2458.06,Rural,102848.9,34550.90154
M,31,1722.4,Low,1725.4,Semi-Urban,32421.56,10500.89344
M,46,1919.78,Low,1910.78,Semi-Urban,86834.7,27788.05219
F,18,782.35,Low,786.35,Urban,111638.52,37552.66036
F,53,4103.22,Low,4116.22,Semi-Urban,290906.12,98264.66878
M,50,1190.21,Low,1197.21,Rural,88257.87,27487.57589
M,23,2149.58,Low,2147.58,Urban,153462.98,52365.1734
F,52,2037.39,Low,2029.39,Urban,47286.41,14523.60438
F,18,3096.83,Low,3095.83,Semi-Urban,201006.25,69798.64341
M,47,1082.93,Low,1096.93,Semi-Urban,56301.35,16608.45268
M,33,2434.57,Low,2429.57,Urban,10559.66,3861.00397
F,34,1707.14,Low,1690.14,Rural,45656.75,15195.64876
F,35,2433.41,Low,2433.41,Semi-Urban,51140.79,17434.31176
M,47,1047.26,Low,1048.26,Rural,193490.86,62924.71675
F,25,2723.76,Low,2713.76,Semi-Urban,107653.37,37500.42961
M,23,2159.58,Low,2146.58,Urban,153462.98,52369.77488
M,21,2127.16,Low,2134.16,Rural,90880.92,31620.83562
F,53,3466.53,Low,3476.53,Rural,140332.25,47308.18648
F,39,4064.2,Low,4075.2,Semi-Urban,48262.41,17824.19702
F,55,1023.58,Low,1021.58,Rural,50000.5,14302.24248
M,60,1165.72,Low,1165.72,Semi-Urban,122745.99,37977.15594
F,18,2802.37,Low,2797.37,Semi-Urban,84354.27,30310.65217
F,65,1749.13,High,1744.13,Rural,104579.79,43793.38438
F,18,1764.81,Low,1764.81,Semi-Urban,58777.7,20660.7628
F,18,3146,Low,3144,Rural,216202.45,75228.73166
M,51,2471.26,Low,2471.26,Semi-Urban,97263.98,31464.36659
F,55,1717.33,Low,1711.33,Rural,230937.26,75788.49242
M,62,2160.63,High,2155.63,Semi-Urban,80754.54,35936.24715
F,62,1120.55,Low,1130.55,Rural,28095.36,6495.586949
M,21,1839,Low,1827,Urban,122033.14,41643.01513
F,39,6064.92,Low,6071.92,Urban,152596.79,55053.06742
F,55,2541.08,Low,2550.08,Rural,61043.64,19569.11662
M,21,4016.49,Low,4011.49,Semi-Urban,216362.6,75421.76069
M,50,1389.37,Low,1400.37,Urban,145708.55,46853.80333
M,48,1756.13,Low,1750.13,Urban,345217.61,114395.9195
F,61,3689.31,High,3692.31,Semi-Urban,178357.05,70604.79912
M,18,2995.23,Low,2987.23,Rural,43441.98,16802.80241
M,40,4782.28,Low,4777.28,Urban,109117.44,38814.6991
M,42,2418.62,Low,2419.62,Urban,46723.46,15283.67933
M,44,1554.17,Low,1554.17,Rural,229030.42,75618.04287
F,18,1889.01,Low,1892.01,Rural,211094.53,72230.13688
M,63,5238.08,Low,5245.08,Urban,364344.59,123201.4451
M,39,3998.25,Low,3996.25,Semi-Urban,458677.58,155377.3452
M,63,2282.05,Low,2279.05,Urban,56400.25,16731.3187
M,55,1611.78,Low,1615.78,Semi-Urban,147753.73,47231.25869
F,62,10052.78,Low,10055.78,Semi-Urban,208056.36,75801.07795
M,63,1859.2,Low,1869.2,Urban,54916.51,15807.17256
F,38,1736.91,Low,1729.91,Urban,42836.97,13829.71674
F,18,1878.97,Low,1875.97,Rural,146096.56,50383.1793
M,25,2242.94,Low,2246.94,Semi-Urban,178483.54,60572.34689
M,45,3049.31,Low,3053.31,Semi-Urban,58497.32,19509.93046
F,45,2526.04,Low,2525.04,Urban,75245.52,24972.40455
M,62,1324.75,Low,1324.75,Rural,58360.3,16629.33873
M,20,3319.54,Low,3319.54,Rural,217992.99,75614.15216
F,18,2022.82,Low,2009.82,Urban,299748.73,102000.964
F,18,4550.89,Low,4544.89,Urban,246317.73,86641.49084
F,18,2982.42,Low,2970.42,Rural,239589.51,82912.3531
F,36,4158.55,Low,4146.55,Semi-Urban,226764.91,78107.43403
M,41,2748.11,Low,2752.11,Semi-Urban,86238.57,28836.99015
F,18,4228.69,Low,4228.69,Rural,195712.31,69453.96903
M,30,1232.77,Low,1238.77,Semi-Urban,35173.42,11005.24473
F,18,3098.34,Low,3083.34,Urban,101688.7,36568.89831
M,45,1873.61,Low,1869.61,Semi-Urban,117587.52,38152.75632
F,63,3072.39,High,3080.39,Urban,166294.13,65904.0915
M,64,1240.9,High,1244.9,Rural,60739.25,28394.51046
M,60,1786.31,Low,1770.31,Semi-Urban,279780.58,91353.42559
M,37,2327.5,Low,2333.5,Urban,299605.51,100534.8032
M,40,2364.69,Low,2359.69,Semi-Urban,139690.57,46474.61661
F,27,2771.34,Low,2766.34,Urban,81898.72,28879.98598
F,33,2381.51,Low,2377.51,Semi-Urban,64124.22,21898.70259
F,28,2332.86,Low,2341.86,Rural,83037.78,28880.15836
M,25,2329.4,Low,2333.4,Rural,153896.1,52677.25975
F,48,4142.18,Low,4129.18,Urban,229686.17,78260.06725
F,32,1946.55,Low,1945.55,Semi-Urban,183714.96,61706.58431
M,49,2059.69,Low,2060.69,Rural,73893.1,23627.39813
M,34,2082.07,Low,2076.07,Rural,199644.65,67074.79291
M,19,3673.85,Low,3681.85,Semi-Urban,37248.64,15069.65291
F,18,2316.79,Low,2321.79,Urban,200877.05,69098.54417
F,43,2503.9,Low,2504.9,Rural,226799.59,76155.75354
M,57,1900.8,Low,1909.8,Semi-Urban,142192.75,45503.13957
M,29,1706.37,Low,1707.37,Urban,72104.51,24109.54974
M,46,2624.55,Low,2624.55,Urban,239736.76,80012.87852
M,33,1284.49,Low,1281.49,Rural,142897.21,47277.69722
M,65,2441.74,High,2434.74,Urban,64475.79,30654.98769
F,64,1315.36,Low,1323.36,Urban,91988.47,27860.17933
M,30,1075.12,Low,1067.12,Rural,55352.5,17891.01334
F,40,2510.92,Low,2499.92,Semi-Urban,53318.1,17843.80274
F,32,2055.8,Low,2052.8,Rural,59898.31,20501.4574
F,45,2746.67,Low,2750.67,Rural,51035.99,17206.14984
F,64,3791.21,Low,3790.21,Semi-Urban,180706.39,60050.84725
M,34,2261.85,Low,2275.85,Rural,45387.42,15451.93788
F,25,1563.71,Low,1560.71,Urban,254168.18,85671.80169
M,46,1048.81,Low,1050.81,Rural,215668.79,70455.76015
M,63,1404.88,High,1413.88,Semi-Urban,79231.79,34579.99513
F,48,2109.75,Low,2106.75,Semi-Urban,103780.42,33755.74891
F,30,1847.79,Low,1830.79,Rural,66598.05,22690.33555
M,21,1989.33,Low,1999.33,Rural,216857.03,73798.36741
M,18,1530,Low,1529,Rural,49033.5,17186.36844
M,40,1934.61,Low,1922.61,Semi-Urban,28092.94,8544.23184
M,47,1650.8,Low,1636.8,Semi-Urban,159562.81,51861.61743
F,18,1336.12,Low,1335.12,Semi-Urban,71712.71,24566.92387
F,19,2216.87,Low,2216.87,Rural,66301.08,23846.83728
M,60,2480.54,High,2478.54,Urban,330255.62,120371.4856
M,18,1715.39,Low,1702.39,Urban,55176.55,19295.46626
F,20,1361.94,Low,1349.94,Urban,143259.94,48600.95625
F,37,2356.49,Low,2360.49,Rural,188828.82,63726.33494
F,65,4565.47,High,4566.47,Urban,151094.58,62163.33585
M,63,2773.62,Low,2777.62,Semi-Urban,195358.25,63777.4031
F,64,1056.5,Low,1057.5,Rural,35762.5,8842.766984
M,18,2702.08,Low,2701.08,Rural,52249.51,19465.17871
M,56,1365.4,Low,1359.4,Semi-Urban,99810.64,30790.42592
F,62,5577.06,Low,5566.06,Semi-Urban,372002.78,126288.8979
M,23,4860.52,Low,4844.52,Rural,184150.05,65576.12388
F,22,5005.09,Low,5009.09,Semi-Urban,451889.33,155710.8072
M,21,1518.88,Low,1511.88,Semi-Urban,103034.2,34798.38844
F,35,1637.02,Low,1625.02,Urban,42011.23,13684.95839
F,37,1040.16,Low,1042.16,Semi-Urban,283936.41,94051.38579
M,63,2537.58,Low,2534.58,Rural,45201.98,13368.83813
M,18,2549.52,Low,2561.52,Rural,100451.45,35507.45368
M,34,1740.5,Low,1723.5,Rural,54509.65,17967.25097
F,37,4388.4,Low,4389.4,Rural,248038.96,85691.95427
F,24,1398.08,Low,1399.08,Rural,87494.38,29733.65694
F,18,2367.34,Low,2366.34,Urban,203568.3,70051.19074
M,62,1570.21,High,1565.21,Rural,181002.77,69282.86344
F,24,2425.89,Low,2429.89,Semi-Urban,303949.86,103220.5289
M,42,2162.03,Low,2174.03,Rural,159373.71,53005.40596
F,52,1937.92,Low,1951.92,Urban,89335.46,28557.93613
F,45,1902.62,Low,1896.62,Semi-Urban,63380.61,20208.93418
M,18,1740.67,Low,1741.67,Rural,48840.8,17338.08169
M,23,1843.66,Low,1830.66,Urban,90133.74,30773.65386
M,62,3042.58,Low,3040.58,Semi-Urban,181685.9,59535.75491
F,50,4584.07,Low,4586.07,Rural,196361.97,67505.23319
M,19,3787.82,Low,3775.82,Rural,100628.46,36741.76327
F,58,5219.26,Low,5206.26,Semi-Urban,152218.09,52410.02832
M,23,1119.82,Low,1129.82,Semi-Urban,136042.85,45328.82374
F,52,2528.4,Low,2530.4,Rural,181343.91,60200.24008
F,54,3814.58,Low,3809.58,Urban,399432.41,134474.4007
F,42,3768.05,Low,3769.05,Urban,181039.44,62018.25246
M,34,6448.66,Low,6439.66,Urban,178033.26,64140.926
M,56,1795.94,Low,1793.94,Rural,124198.07,39700.48922
F,57,1998.64,Low,1997.64,Rural,142960.36,46367.9607
M,41,3937.36,Low,3931.36,Rural,184164.26,63218.12869
F,24,1745.89,Low,1751.89,Rural,217332.29,73706.02988
M,34,4217.36,Low,4206.36,Urban,65167.27,23945.19881
F,60,3382.48,Low,3370.48,Urban,64900.85,21181.04686
M,18,2590.89,Low,2578.89,Urban,107749.95,37851.27823
M,65,1951.86,High,1940.86,Urban,94362.14,40191.21013
F,47,2291.31,Low,2303.31,Rural,89121.05,29379.64301
M,18,2644.42,Low,2656.42,Semi-Urban,127050.34,44263.66182
F,43,1001.25,Low,989.25,Rural,80607.4,25504.80125
F,18,2775.08,Low,2778.08,Urban,55853,20850.77157
F,64,1904.15,Low,1903.15,Rural,103926.64,32605.6898
F,45,2686.08,Low,2685.08,Urban,63700.97,21258.09637
F,42,1529.44,Low,1530.44,Urban,243695.64,80776.15144
F,24,1553.73,Low,1560.73,Semi-Urban,56901.25,19343.54459
M,58,10246.43,Low,10260.43,Semi-Urban,167314.41,62399.10713
F,21,7872.47,Low,7883.47,Urban,291827.48,105096.6424
F,56,1710,Low,1703,Rural,96538.6,30555.20495
M,18,7887.56,Low,7883.56,Urban,142645.25,54993.25217
M,36,2266.09,Low,2263.09,Urban,100268.37,33586.69719
M,34,2312.54,Low,2324.54,Rural,285783.08,96254.62939
F,29,1872.69,Low,1865.69,Rural,86714.61,29557.4173
F,33,2504.83,Low,2503.83,Rural,189885.76,64546.92587
F,61,1821.77,Low,1834.77,Rural,48482.01,14141.38866
F,61,1528.72,Low,1524.72,Urban,59790.35,17493.78526
F,18,1647.4,Low,1661.4,Urban,88531.22,30680.30327
F,56,3155.79,Low,3143.79,Semi-Urban,41413.79,13238.20841
M,19,3789.82,Low,3775.82,Rural,100628.46,36742.78583
M,56,2563.08,Low,2557.08,Rural,85002,27316.43901
F,57,2324.94,Low,2340.94,Semi-Urban,182438.85,59695.89627
F,57,4219.17,Low,4225.17,Semi-Urban,30496.23,10588.32328
M,41,2086.7,Low,2089.7,Rural,87607.77,28895.81283
M,28,2565.14,Low,2559.14,Rural,334169.62,113231.9954
F,52,2433.02,Low,2448.02,Urban,122242.07,40118.4509
F,18,3574.19,Low,3577.19,Rural,277422.89,96233.83891
F,20,1525.86,Low,1526.86,Semi-Urban,171394.89,58088.23348
M,31,,Low,,Urban,111269.68,48800.55
M,62,1617.93,High,1612.93,Rural,214606.95,80619.72006
F,48,1232.47,Low,1236.47,Urban,41471.67,12069.8467
F,36,2627.95,Low,2615.95,Semi-Urban,62239.15,21276.07467
F,61,1685.74,High,1669.74,Rural,34050.21,20347.60366
M,52,1890.73,Low,1891.73,Urban,22813.94,5921.323571
F,58,4586.05,Low,4589.05,Semi-Urban,168606.31,57275.72479
M,46,3105.46,Low,3098.46,Semi-Urban,95932.31,32057.49403
M,25,2314.53,Low,2318.53,Rural,106078.87,36599.65435
F,65,3137.84,High,3127.84,Urban,77606.24,36012.24202
F,38,2275.06,Low,2282.06,Semi-Urban,84349.37,28193.82606
F,57,2612.61,Low,2612.61,Rural,61484.51,19627.54061
M,30,3175.78,Low,3179.78,Semi-Urban,70743.55,24939.49819
M,65,1542.65,High,1545.65,Semi-Urban,44661.27,22946.92707
M,20,1639.58,Low,1623.58,Urban,45421.07,15781.2148
M,64,980.98,Low,967.98,Urban,45978.55,11815.91047
M,45,1994.55,Low,1998.55,Rural,59149.95,18926.33888
F,44,3669.29,Low,3677.29,Semi-Urban,51091.53,17973.65528
F,56,4436.06,Low,4437.06,Urban,322035.15,108956.0539
M,47,3438.63,Low,3426.63,Urban,97331.99,32924.54984
M,18,1959.53,Low,1944.53,Rural,128977.16,44472.49327
F,65,2994.78,High,2990.78,Rural,104422.24,45014.71446
M,49,1746.02,Low,1745.02,Urban,45337.02,13575.42622
F,47,2429.55,Low,2441.55,Urban,58455.89,19082.32899
F,49,1410.94,Low,1397.94,Rural,21341.95,5540.586188
F,35,1396.23,Low,1387.23,Semi-Urban,27163.22,8314.777014
M,25,1528.25,Low,1517.25,Urban,28095.94,9454.676234
M,60,1870.72,Low,1858.72,Urban,198485.77,64271.7147
M,18,1373.84,Low,1362.84,Semi-Urban,50281.15,17164.94629
F,18,2785.46,Low,2782.46,Semi-Urban,57309.11,21209.57901
M,19,4495.93,Low,4501.93,Semi-Urban,155478.51,55624.12814
F,18,9462.86,Low,9460.86,Rural,277114.78,102149.2554
F,28,1571.76,Low,1573.76,Urban,47335.87,15967.73682
M,60,1542.22,Low,1554.22,Rural,58061.05,16915.53798
F,41,2509.86,Low,2507.86,Urban,204384.49,68651.15127
F,65,2105.73,High,2103.73,Rural,177316.72,68592.79628
F,52,2276.34,Low,2269.34,Urban,181428.53,59828.45468
F,18,3526.54,Low,3530.54,Semi-Urban,167505.49,58987.28019
M,38,4212.82,Low,4207.82,Semi-Urban,227924.07,78161.36278
M,57,1403.7,Low,1416.7,Rural,152349.17,48684.27022
M,18,3487.15,Low,3479.15,Urban,196816.38,68688.31316
F,18,1267.54,Low,1253.54,Semi-Urban,195669.31,66128.70854
M,53,2480.94,Low,2482.94,Urban,126593.76,41307.17699
F,48,2122.75,Low,2111.75,Semi-Urban,103780.42,33764.95188
F,54,3797.58,Low,3800.58,Urban,259144.07,87336.51581
F,24,2317.39,Low,2318.39,Urban,51354.25,18395.91729
F,25,4511.52,Low,4511.52,Rural,117159.55,42802.59222
M,18,1733.92,Low,1723.92,Urban,120082.75,41118.74479
F,63,3438.2,Low,3431.2,Semi-Urban,187838.76,62161.76568
F,54,1809.86,Low,1821.86,Urban,113211.92,36288.15298
M,44,2623.66,Low,2631.66,Semi-Urban,152449.58,50715.5603
M,18,1942.71,Low,1931.71,Semi-Urban,301230.37,102043.5979
M,26,989.87,Low,991.87,Semi-Urban,64866.99,21045.68257
F,59,1623.27,Low,1622.27,Semi-Urban,57980.13,17004.27302
F,65,3168.66,High,3176.66,Rural,173476.25,68394.7487
M,40,955.39,Low,955.39,Semi-Urban,46514.12,13736.96648
F,65,1151.93,High,1140.93,Urban,80435.17,34931.3073
M,20,2449.03,Low,2447.03,Urban,49231.13,17895.92368
M,52,1262.82,Low,1257.82,Rural,29742.54,7741.452318
M,59,1317.83,Low,1303.83,Semi-Urban,186472.04,59611.01394
M,20,3034.12,Low,3027.12,Rural,371434.47,126861.6109
M,38,3455.78,Low,3460.78,Semi-Urban,245791.45,83394.23717
F,37,1730.24,Low,1721.24,Urban,138471.69,46025.86689
F,18,2098.9,Low,2095.9,Semi-Urban,149592.63,51506.7136
M,63,1572.55,Low,1569.55,Urban,190410.12,61021.39394
F,63,2113.5,Low,2116.5,Urban,208197.03,67788.76344
M,25,1942.12,Low,1954.12,Urban,75841.36,25927.91733
M,18,1573.44,Low,1586.44,Rural,219122.61,74372.98556
F,39,1156.11,Low,1156.11,Urban,137134.64,44836.04762
M,36,2431.32,Low,2429.32,Rural,15810.82,5523.691563
M,48,2458.82,Low,2465.82,Semi-Urban,134625.78,44242.83358
F,31,2525.36,Low,2516.36,Rural,64465.33,22591.76351
M,65,2793.27,High,2800.27,Semi-Urban,207335.79,78872.183
F,64,3454.23,Low,3457.23,Rural,193035.21,64125.44498
M,24,1320.66,Low,1316.66,Rural,42451.08,14285.02308
F,18,3146.38,Low,3142.38,Rural,259295.85,89703.7047
F,18,1315.76,Low,1307.76,Semi-Urban,46987.89,16237.15239
F,31,2211.41,Low,2215.41,Urban,51250.96,17700.64492
F,34,1885.81,Low,1902.81,Rural,197966.9,66558.59813
F,26,3203.8,Low,3197.8,Urban,174586.71,60535.83751
F,42,1131,Low,1142,Rural,112578.18,36467.72353
F,56,1270.9,Low,1267.9,Semi-Urban,217466.55,70453.71553
F,18,3038.65,Low,3037.65,Urban,91386.9,33054.51778
F,24,1423.07,Low,1427.07,Rural,196638.74,66423.68726
F,29,2441.21,Low,2433.21,Urban,116383.01,39966.36603
F,18,3098.19,Low,3101.19,Urban,136364.97,48226.13666
F,61,4028.25,High,4018.25,Urban,94666.03,42969.75004
F,58,1193.43,Low,1178.43,Urban,194262.98,62553.64948
F,30,3744.37,Low,3751.37,Rural,76668.76,28024.83397
F,24,2419.95,Low,2415.95,Rural,86531.54,30452.58581
F,18,2429.61,Low,2414.61,Rural,104645.52,37016.18403
M,65,1857.87,High,1840.87,Semi-Urban,313994.51,113731.4029
M,52,8534.07,Low,8535.07,Urban,274290.77,97188.66685
M,26,1929.17,Low,1926.17,Semi-Urban,43305.67,14760.89466
M,59,2505.67,Low,2507.67,Urban,149811.31,48656.89336
M,45,935.67,Low,937.67,Semi-Urban,29401.5,7573.954808
M,62,1358.05,Low,1361.05,Urban,135481.15,42432.90825
F,47,2699.14,Low,2693.14,Semi-Urban,41317.77,13454.02454
F,65,1643.83,High,1641.83,Urban,123652.97,49956.2966
M,31,2364.5,Low,2352.5,Semi-Urban,63597.65,21622.23982
M,65,2748.49,High,2759.49,Rural,44014.19,24242.41787
M,38,1273.68,Low,1288.68,Semi-Urban,112654.62,36445.72851
F,61,762.86,High,761.86,Rural,31799.39,18655.50175
M,24,2122.51,Low,2117.51,Urban,42387.76,14945.3107
M,18,1738.68,Low,1737.68,Rural,22489.84,8483.410284
F,65,1462.6,High,1468.6,Semi-Urban,225210.67,83751.69515
F,44,5191.38,Low,5185.38,Rural,511617.26,174494.9413
F,56,3147.79,Low,3147.79,Semi-Urban,41413.79,13236.16331
F,48,3014.18,Low,3024.18,Semi-Urban,164740.36,55164.42133
F,20,2102.75,Low,2104.75,Urban,53379.87,19173.80159
M,26,1393.84,Low,1393.84,Urban,56813.4,18890.30403
M,34,2795.92,Low,2786.92,Semi-Urban,131871.75,44761.72213
M,25,1321.9,Low,1325.9,Semi-Urban,41773.45,13707.92248
M,65,1642.57,High,1633.57,Urban,40800.73,21884.02631
F,57,2963.18,Low,2979.18,Rural,95059.56,31272.47237
F,47,2317.08,Low,2322.08,Semi-Urban,111720.15,36718.00418
F,35,2681.02,Low,2669.02,Urban,55943.85,19432.64229
M,18,2684.64,Low,2697.64,Rural,83374.94,29909.92087
M,64,2561.36,High,2549.36,Rural,470411.32,167350.4934
M,18,2796.32,Low,2788.32,Semi-Urban,306638.93,104734.7946
F,58,1946.04,Low,1956.04,Urban,137338.68,44214.43647
M,43,2272.28,Low,2277.28,Rural,182368.83,60759.80343
F,18,3095.62,Low,3091.62,Semi-Urban,146729.47,51563.62936
M,65,1589.35,High,1590.35,Urban,307984.69,111585.1217
F,65,3164.5,High,3157.5,Urban,59177.73,29850.67223
F,56,1212.82,Low,1209.82,Rural,79575.5,24350.74221
F,18,3699.32,Low,3709.32,Rural,99409.03,36568.30845
F,30,2784.66,Low,2785.66,Semi-Urban,58310.05,20597.76607
M,43,2347.66,Low,2345.66,Urban,197232.49,65688.32765
M,40,2002.25,Low,1990.25,Semi-Urban,123050.25,40510.73428
F,55,2801.75,Low,2798.75,Rural,138749.33,45931.83403
F,24,2607.48,Low,2606.48,Rural,116897.35,40846.13063
M,45,1894.32,Low,1896.32,Semi-Urban,36768.84,11029.005
M,18,965,Low,963,Semi-Urban,41446.77,13783.90994
M,18,3320.14,Low,3314.14,Urban,95348.07,34434.09671
M,34,3171.96,Low,3172.96,Semi-Urban,178094.18,60678.04228
F,58,1885.69,Low,1898.69,Semi-Urban,191498.28,62209.27562
M,18,3068.21,Low,3058.21,Semi-Urban,143416.14,50183.23603
M,42,3484.25,Low,3486.25,Urban,139235.31,47449.72932
F,39,3925.24,Low,3921.24,Urban,206861.14,71087.57703
M,41,3063.73,Low,3067.73,Urban,200051.96,67528.92032
M,22,1491.83,Low,1494.83,Rural,22477.46,7912.457133
F,35,2695.36,Low,2704.36,Urban,138040.13,47035.20017
F,31,5480.43,Low,5489.43,Rural,73021.84,28496.91671
F,28,2626.78,Low,2625.78,Urban,91211.31,31783.31967
F,48,1771.02,Low,1762.02,Rural,64862.06,20608.88167
M,64,1342.54,Low,1353.54,Semi-Urban,21609.98,3874.32597
F,57,1867.44,Low,1866.44,Urban,291259.49,95911.45282
F,49,8948.64,Low,8946.64,Rural,111612.45,43576.87931
F,39,2916.22,Low,2919.22,Urban,195540.43,66256.61386
M,51,3806.65,Low,3806.65,Rural,123467.05,41907.53686
M,62,3105.63,Low,3102.63,Rural,219594.06,72609.26497
M,18,1645.66,Low,1663.66,Urban,30185.73,10845.28717
F,35,4190.09,Low,4185.09,Rural,249854.68,86254.23855
F,23,2378.39,Low,2364.39,Rural,158147.75,54540.85379
M,18,1563.22,Low,1549.22,Rural,306306.98,103635.0408
M,50,2308.31,Low,2306.31,Semi-Urban,202680.04,66786.38563
F,18,1953.06,Low,1969.06,Urban,275712.61,93870.42728
F,43,2109.37,Low,2096.37,Urban,177781.71,59141.59062
F,62,2823.35,Low,2829.35,Semi-Urban,71136.34,22417.01298
F,20,2765.5,Low,2775.5,Rural,319426.01,109361.6474
F,26,3467.54,Low,3464.54,Semi-Urban,56058.67,20854.1575
F,29,2529.08,Low,2535.08,Semi-Urban,168829.94,57543.08479
M,30,1173.04,Low,1178.04,Urban,196020.56,65112.06817
F,45,2185.05,Low,2202.05,Rural,138027.15,45859.91936
F,52,5550.44,Low,5558.44,Rural,84677.6,30822.08924
M,18,3308.18,Low,3320.18,Urban,217527.24,75472.56706
F,38,2221.26,Low,2231.26,Rural,156530.02,52662.45009
F,29,1662.37,Low,1675.37,Rural,97457.36,32961.20254
F,43,945.96,Low,944.96,Semi-Urban,37339.03,10643.778
M,33,4385.65,Low,4387.65,Semi-Urban,113373.96,40258.39644
M,65,1841.92,High,1833.92,Rural,58822.26,28279.90293
F,25,3171.5,Low,3169.5,Semi-Urban,164505.07,57059.54769
F,19,1588.93,Low,1571.93,Semi-Urban,74669.84,25731.48574
F,47,1471.94,Low,1469.94,Rural,82387.26,26272.67328
M,48,2344.59,Low,2335.59,Semi-Urban,122309.98,39980.81723
M,28,1579.03,Low,1573.03,Urban,76801.3,25632.57469
F,48,2939.96,Low,2954.96,Semi-Urban,53812.78,17829.13529
M,36,2073.06,Low,2074.06,Semi-Urban,52826.61,17317.21968
M,27,1381.73,Low,1374.73,Urban,108048.99,36005.90585
